canonical_key,match_value,display_term,enriched_description,category,potential
two-dish-rice,三送饭,兩餸飯,"Budget-friendly rice with two toppings (兩餸飯), a post-pandemic HK food phenomenon offering affordable meals with wide variety",fnb,low
sweet-sour-pork,咕嚕肉,咕嚕肉,"Cantonese classic of deep-fried pork in tangy sweet and sour sauce (咕嚕肉), one of the most iconic HK Chinese dishes",fnb,high
korean-bbq,韓國料理,韓燒,"Korean barbecue dining format where diners grill marinated meats at tabletop grills, hugely popular in HK",fnb,high
siu-mei,燒味,燒味,"Cantonese roasted meats (燒味) including char siu, roast duck, and crispy pork belly, a cornerstone of HK everyday dining",fnb,high
hk-style-food,香港地道美食,港式美食,Distinctive Hong Kong culinary style blending Cantonese traditions with Western and Southeast Asian influences,fnb,low
handmade-lemon-tea,手打檸檬茶,手打檸檬茶,"Freshly hand-muddled lemon tea (手打檸檬茶) using whole lemons, a trending HK beverage emphasizing freshness over powdered alternatives",fnb,high
hk-drinks,香港茶飲,香港飲品,"Hong Kong beverage culture including milk tea (奶茶), yuenyeung (鴛鴦), lemon tea, and craft beer",fnb,low
fragrant-lemon,香水檸檬,香水檸檬,Aromatic lemon variety (香水檸檬) used in premium HK hand-shaken tea drinks for its distinctive floral citrus fragrance,fnb,high
hand-shaken-drinks,手搖控,手搖飲品,"Hand-shaken beverage category (手搖飲品) including bubble tea, fruit teas, and specialty drinks, dominated by Taiwanese-inspired chains in HK",fnb,low
american-grill,americangrill,American Grill,"American-style grilled food concept featuring steaks, burgers, and barbecue, popular in HK's Western dining scene",fnb,low
chicago-grill,chicagogrill,Chicago Grill,"Chicago-style deep-dish pizza and grilled specialties, a specific American regional food concept in HK",fnb,low
industrial-building-canteen,工廈食堂,工廈食堂,"Hidden canteens and eateries in HK industrial buildings (工廈食堂), offering affordable meals and unique dining concepts in converted factory spaces",fnb,low
ap-lei-chau-food,鴨脷洲美食,鴨脷洲美食,Dining scene on Ap Lei Chau island featuring waterfront seafood restaurants and local eateries serving the Southern District community,fnb,low
yuen-long-food,元朗美食,元朗美食,"Yuen Long dining known for traditional walled village cuisine, wife cakes (老婆餅), dai pai dong, and New Territories local specialties",fnb,low
tsuen-wan-food,荃灣美食,荃灣美食,"Tsuen Wan dining scene with extensive mall restaurants, street-level local eateries, and a growing cafe culture in the industrial-turned-residential district",fnb,low
egg-pancake,蛋餅,蛋餅,"Taiwanese-style egg crepe (蛋餅) with various fillings, a popular breakfast and snack item trending in HK's Taiwanese food scene",fnb,high
hk-private-kitchen,私房菜,香港私房菜,Unlicensed intimate dining venues in HK (私房菜) offering chef-driven multi-course meals in residential or hidden commercial spaces,fnb,low
home-style-cooking,住家菜,住家菜,"Comfort food cooked in a home-style manner (住家菜), emphasizing simple preparation, fresh ingredients, and nostalgic HK flavors",fnb,low
italian-restaurant,意大利菜,意大利餐廳,"Italian dining establishments in HK ranging from casual pizzerias to high-end ristoranti, one of the most popular Western cuisines",fnb,low
pasta,意粉,意粉,"Italian-style noodles in various shapes and sauces, one of the most common Western food categories in HK from casual to fine dining",fnb,high
banh-mi,banhmi,越南法包,"Vietnamese baguette sandwich filled with meats, pickled vegetables, and herbs, increasingly popular in HK",fnb,high
hk-chinese-cuisine,chinesecuisine,香港中菜,"Broad category of Chinese regional cuisines available in HK, dominated by Cantonese but including Sichuan, Shanghainese, and more",fnb,low
cantonese-restaurant,cantonesefood,粵式酒樓,"Traditional Cantonese banquet-style restaurant (酒樓), serving dim sum and elaborate dinner courses",fnb,low
mexican-food,mexicanfood,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
sai-ying-pun-food,西營盤美食,西營盤美食,"Trendy Sai Ying Pun dining scene blending traditional dried seafood shops with hipster cafes, wine bars, and international restaurants along the High Street corridor",fnb,low
home-style-cooking,在家自煮,住家菜,"Comfort food cooked in a home-style manner (住家菜), emphasizing simple preparation, fresh ingredients, and nostalgic HK flavors",fnb,low
kowloon-city-food,九龍城美食,九龍城美食,"Kowloon City dining famous as HK's 'Little Thailand' for authentic Thai restaurants, plus traditional Cantonese eateries and hotpot spots",fnb,low
indonesian-food,印尼美食,印尼美食,"Indonesian cuisine including nasi goreng, rendang, and satay, represented in HK by the Indonesian domestic worker community and specialty restaurants",fnb,low
pandan-layer-cake,班蘭糕,班蘭千層糕,"Southeast Asian steamed layer cake infused with pandan and coconut, a popular Nyonya-style dessert in HK",fnb,high
bakery,定製蛋糕,麵包店,"Bread and pastry shops in HK, ranging from traditional Chinese bakeries (餅店) to artisanal Western-style bakeries",fnb,high
catering,到會,到會,"Event and party food catering services (到會) in HK, from corporate lunch boxes to elaborate banquet-style party platters",fnb,low
farewell-pastries,散水餅,散水餅,"HK workplace tradition of farewell pastries and treats (散水餅) given by departing colleagues, driving demand for premium bakeries and cake shops",fnb,high
mexican-food,墨西哥卷餅,墨西哥菜,"Mexican cuisine including tacos, burritos, and quesadillas, a growing food trend in HK's dining scene",fnb,low
slow-cook-wagyu,wagyubeef,慢煮和牛,"Slow-cooked wagyu beef, a premium Japanese beef preparation method trending in HK fine dining",fnb,high
slow-cook-wagyu,wagyu,慢煮和牛,"Slow-cooked wagyu beef, a premium Japanese beef preparation method trending in HK fine dining",fnb,high
tin-hau-food,天后美食,天后美食,"Dining scene in the Tin Hau neighborhood of HK Island, known for its mix of local eateries and trendy cafes",fnb,low
korean-bbq,韓國菜,韓燒,"Korean barbecue dining format where diners grill marinated meats at tabletop grills, hugely popular in HK",fnb,high
cake,蛋糕,蛋糕,Broad cake category in HK from traditional Chinese sponge cakes to premium Western-style celebration cakes from artisanal bakeries,fnb,high
vietnamese-food,vietnamesefood,越南菜,"Vietnamese cuisine featuring pho, banh mi, and spring rolls, well-established in HK with numerous casual and mid-range restaurants",fnb,low
avocado-egg-salad,牛油果沙律,酪梨蛋沙拉,"Healthy brunch dish combining avocado and egg, a staple item in HK's trendy cafe and health food scene",fnb,high
low-fat-meals,減脂餐,減脂餐,"Health-conscious reduced-fat meal options (減脂餐) trending in HK's fitness and wellness community, often featuring high-protein and low-carb compositions",fnb,low
solo-dining,一人食,一人食,"Dining alone concept (一人食) with individual portions and counter seating, a growing HK trend driven by urban lifestyles and solo diner-friendly restaurant designs",fnb,low
chicken-steak-rice,雞扒飯,雞扒飯,"HK-style pan-fried chicken steak over rice (雞扒飯) with black pepper or mushroom sauce, a cha chaan teng and fast food staple",fnb,high
thai-food,泰菜,泰國菜,"Thai cuisine featuring bold flavors of sweet, sour, spicy, and savory, with strong presence in HK's九龙城 district",fnb,low
shrimp-cake,蝦餅,蝦餅,"Deep-fried shrimp patty (蝦餅), a popular appetizer in HK's Southeast Asian and Chinese restaurants with crispy exterior and bouncy shrimp filling",fnb,high
hainanese-chicken-rice,海南雞,海南雞飯,"Poached chicken served with fragrant rice and ginger-scallion sauce, a beloved Southeast Asian dish ubiquitous in HK",fnb,low
mochi,mochi,麻糬,"Japanese glutinous rice cake with sweet fillings, a popular dessert and snack trend in HK",fnb,high
mochi,糯米糍,麻糬,"Japanese glutinous rice cake with sweet fillings, a popular dessert and snack trend in HK",fnb,high
tofu-pudding-noodles,中華豆花麵,豆花麵,"Unusual fusion dish combining silky tofu pudding with noodles (豆花麵), a trending experimental HK food concept on social media",fnb,low
frozen-yogurt,Froyo,Froyo,"Soft-serve frozen yogurt (Froyo) with customizable toppings, a recurring HK dessert trend with dedicated froyo chains and cafe offerings",fnb,low
yakitori,炭火燒鳥,焼鳥,"Japanese grilled chicken skewers (焼鳥), a staple izakaya offering and popular HK drinking food",fnb,high
late-night-eats,深夜食堂,宵夜飯堂,"Late-night dining options in HK (宵夜) including dai pai dong, congee shops, hotpot, and 24-hour cha chaan teng",fnb,low
dim-sum,飲茶,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
dim-sum,yumcha,點心,"Traditional Cantonese small plates served in bamboo steamers, the quintessential HK dining experience from breakfast to lunch",fnb,high
wagyu-burger,和牛漢堡,和牛漢堡,"Premium burger made with Japanese wagyu beef patties, a popular gourmet burger offering in HK's upscale casual dining scene",fnb,low
hk-palmier,蝴蝶酥,香港蝴蝶酥,"HK-style butterfly palmier pastry (蝴蝶酥), a caramelized puff pastry cookie that has become an iconic local souvenir",fnb,high
hk-souvenirs,香港伴手禮,香港手信,"Edible Hong Kong souvenirs and gifts (手信) including cookies, egg rolls, wife cakes, and preserved fruits",fnb,low
japanese-western-diner,和洋食屋,和洋食屋,"Japanese-style Western diners (和洋食屋) serving yoshoku dishes like omurice, hamburg steak, and curry rice, a growing HK restaurant category",fnb,low
soup-curry,湯咖喱,湯咖喱,"Japanese soup curry from Hokkaido featuring aromatic spiced broth with vegetables and meat, a niche but growing HK Japanese food trend",fnb,low
siu-mai,燒賣,燒賣,"Cantonese steamed pork and shrimp dumplings (燒賣), HK's most iconic street food snack eaten with soy sauce and chili oil",fnb,high
western-food,西餐,西餐,Broad Western cuisine category (西餐) in HK encompassing European and American food from casual diners to fine dining establishments,fnb,low
ice-cream,icecream,雪糕,"Frozen dessert category spanning soft serve, gelato, and novelty ice cream, a year-round HK treat with many local and international brands",fnb,high
hk-street-food,streetfood,香港街頭小食,"Hong Kong street food culture including fish balls, siu mai, egg waffles, and stinky tofu from hawker stalls",fnb,low
fried-pork-cutlet,炸豬排,炸豬排,"Breaded and deep-fried pork cutlet (炸豬排), a popular dish in HK Japanese tonkatsu restaurants and cha chaan teng Western-style menus",fnb,high
shanghai-noodles,上海麵,上海麵,"Thick wheat noodles in Shanghainese style (上海麵), commonly served in soup or stir-fried at HK Shanghainese restaurants",fnb,high
home-style-cooking,homemade,住家菜,"Comfort food cooked in a home-style manner (住家菜), emphasizing simple preparation, fresh ingredients, and nostalgic HK flavors",fnb,low
mediterranean-food,地中海菜,地中海菜,"Mediterranean cuisine encompassing Greek, Lebanese, Turkish, and Southern European food, a growing healthy dining category in HK",fnb,low
whampoa-food,黃埔美食,黃埔美食,"Dining scene in Whampoa/Hung Hom area featuring the Whampoa Gourmet Place, waterfront restaurants, and dense local eateries",fnb,low
hung-hom-food,紅磡美食,紅磡美食,"Hung Hom dining known for local Cantonese restaurants, hotpot spots, and proximity to HK Polytechnic University's affordable eateries",fnb,low
mango-sticky-rice,芒果糯米飯,芒果糯米飯,"Thai dessert of sweet mango with coconut-infused glutinous rice, immensely popular in HK's Thai restaurants and dessert shops",fnb,high
strawberry,strawberry,草莓,"Popular fruit used extensively in HK desserts, cakes, beverages, and seasonal cafe menus, especially during winter strawberry season",fnb,low
chili-oil,chilioil,辣椒油,"Spicy infused oil condiment (辣椒油) essential to HK cuisine, from Sichuan-style to HK-style with dried shrimp and garlic",fnb,low
ramen,ラーメン,拉麵,"Japanese wheat noodle soup dish, one of HK's most popular dining categories with dedicated ramen shops across every district",fnb,high
fish-maw-chicken-noodles,花膠雞米線,花膠雞米線,"Luxury noodle soup featuring fish maw and chicken (花膠雞米線), a premium comfort food trending in HK rice noodle restaurants",fnb,high
dubai-chocolate,杜拜朱古力,杜拜朱古力,"Dubai-style premium chocolate with pistachio and kataifi filling (杜拜朱古力), a viral social media food trend that exploded in HK",fnb,high
pandan-layer-cake,千層糕,班蘭千層糕,"Southeast Asian steamed layer cake infused with pandan and coconut, a popular Nyonya-style dessert in HK",fnb,high
